file_path,relative_path,genre,emotion,file_size,filename
../data/raw/rock/rock_rock.00000.wav,rock/rock_rock.00000.wav,rock,energetic,1024000,rock_rock.00000.wav
../data/raw/rock/rock_rock.00001.wav,rock/rock_rock.00001.wav,rock,energetic,1024000,rock_rock.00001.wav
../data/raw/rock/rock_rock.00002.wav,rock/rock_rock.00002.wav,rock,energetic,1024000,rock_rock.00002.wav
../data/raw/rock/rock_rock.00003.wav,rock/rock_rock.00003.wav,rock,energetic,1024000,rock_rock.00003.wav
../data/raw/rock/rock_rock.00004.wav,rock/rock_rock.00004.wav,rock,energetic,1024000,rock_rock.00004.wav
../data/raw/rock/rock_rock.00005.wav,rock/rock_rock.00005.wav,rock,energetic,1024000,rock_rock.00005.wav
../data/raw/rock/rock_rock.00006.wav,rock/rock_rock.00006.wav,rock,energetic,1024000,rock_rock.00006.wav
../data/raw/rock/rock_rock.00007.wav,rock/rock_rock.00007.wav,rock,energetic,1024000,rock_rock.00007.wav
../data/raw/rock/rock_rock.00008.wav,rock/rock_rock.00008.wav,rock,energetic,1024000,rock_rock.00008.wav
../data/raw/rock/rock_rock.00009.wav,rock/rock_rock.00009.wav,rock,energetic,1024000,rock_rock.00009.wav
../data/raw/rock/rock_rock.00010.wav,rock/rock_rock.00010.wav,rock,energetic,1024000,rock_rock.00010.wav
../data/raw/rock/rock_rock.00011.wav,rock/rock_rock.00011.wav,rock,energetic,1024000,rock_rock.00011.wav
../data/raw/rock/rock_rock.00012.wav,rock/rock_rock.00012.wav,rock,energetic,1024000,rock_rock.00012.wav
../data/raw/rock/rock_rock.00013.wav,rock/rock_rock.00013.wav,rock,energetic,1024000,rock_rock.00013.wav
../data/raw/rock/rock_rock.00014.wav,rock/rock_rock.00014.wav,rock,energetic,1024000,rock_rock.00014.wav
../data/raw/rock/rock_rock.00015.wav,rock/rock_rock.00015.wav,rock,energetic,1024000,rock_rock.00015.wav
../data/raw/rock/rock_rock.00016.wav,rock/rock_rock.00016.wav,rock,energetic,1024000,rock_rock.00016.wav
../data/raw/rock/rock_rock.00017.wav,rock/rock_rock.00017.wav,rock,energetic,1024000,rock_rock.00017.wav
../data/raw/rock/rock_rock.00018.wav,rock/rock_rock.00018.wav,rock,energetic,1024000,rock_rock.00018.wav
../data/raw/rock/rock_rock.00019.wav,rock/rock_rock.00019.wav,rock,energetic,1024000,rock_rock.00019.wav
../data/raw/rock/rock_rock.00020.wav,rock/rock_rock.00020.wav,rock,energetic,1024000,rock_rock.00020.wav
../data/raw/rock/rock_rock.00021.wav,rock/rock_rock.00021.wav,rock,energetic,1024000,rock_rock.00021.wav
../data/raw/rock/rock_rock.00022.wav,rock/rock_rock.00022.wav,rock,energetic,1024000,rock_rock.00022.wav
../data/raw/rock/rock_rock.00023.wav,rock/rock_rock.00023.wav,rock,energetic,1024000,rock_rock.00023.wav
../data/raw/rock/rock_rock.00024.wav,rock/rock_rock.00024.wav,rock,energetic,1024000,rock_rock.00024.wav
../data/raw/rock/rock_rock.00025.wav,rock/rock_rock.00025.wav,rock,energetic,1024000,rock_rock.00025.wav
../data/raw/rock/rock_rock.00026.wav,rock/rock_rock.00026.wav,rock,energetic,1024000,rock_rock.00026.wav
../data/raw/rock/rock_rock.00027.wav,rock/rock_rock.00027.wav,rock,energetic,1024000,rock_rock.00027.wav
../data/raw/rock/rock_rock.00028.wav,rock/rock_rock.00028.wav,rock,energetic,1024000,rock_rock.00028.wav
../data/raw/rock/rock_rock.00029.wav,rock/rock_rock.00029.wav,rock,energetic,1024000,rock_rock.00029.wav
../data/raw/rock/rock_rock.00030.wav,rock/rock_rock.00030.wav,rock,energetic,1024000,rock_rock.00030.wav
../data/raw/rock/rock_rock.00031.wav,rock/rock_rock.00031.wav,rock,energetic,1024000,rock_rock.00031.wav
../data/raw/rock/rock_rock.00032.wav,rock/rock_rock.00032.wav,rock,energetic,1024000,rock_rock.00032.wav
../data/raw/rock/rock_rock.00033.wav,rock/rock_rock.00033.wav,rock,energetic,1024000,rock_rock.00033.wav
../data/raw/rock/rock_rock.00034.wav,rock/rock_rock.00034.wav,rock,energetic,1024000,rock_rock.00034.wav
../data/raw/rock/rock_rock.00035.wav,rock/rock_rock.00035.wav,rock,energetic,1024000,rock_rock.00035.wav
../data/raw/rock/rock_rock.00036.wav,rock/rock_rock.00036.wav,rock,energetic,1024000,rock_rock.00036.wav
../data/raw/rock/rock_rock.00037.wav,rock/rock_rock.00037.wav,rock,energetic,1024000,rock_rock.00037.wav
../data/raw/rock/rock_rock.00038.wav,rock/rock_rock.00038.wav,rock,energetic,1024000,rock_rock.00038.wav
